﻿url,posttime,text,crawled_time
"https://www.facebook.com/permalink.php?story_fbid=2480398272188060&id=2332523016975587","1567508374","【佛國電影台：慈善飲料大賽】

 今天有立委在高鐵上遺失一卡皮箱，
這卡皮箱是給兒子到菲律賓開飲料店的創業基金，
一卡皮箱300萬元就這麼掉了。
入境菲律賓不能攜帶超過10,000美金的現金，
相信貴公子也真的就只是單純去創業，
絕對不是爸爸有其他用途，隨便找的藉口。","1569731806"
"https://www.facebook.com/permalink.php?story_fbid=2399245100303378&id=2332523016975587","1557745961","【預告片：捍衛發財】

 『5/15鬥陣賺大錢』

 梅克曼尼策劃的發大財計畫，不只是為了韓粉...
更是為了捍衛高雄發財而戰！為了全宇宙人民福祉而戰！","1569731806"
"https://www.facebook.com/permalink.php?story_fbid=2485798494981371&id=2332523016975587","1568116479","【佛國書苑：小英博物館的故事】

 這個社會已經存在著資源分配不均的問題
當你還看到執政黨酬庸的難看吃相
我們依舊在原地打轉

 台灣民主要能穩健發展
不致走向自我毀滅
成為台灣社會民主關切的問題
——協尋2015祭央又","1569731806"
"https://www.facebook.com/permalink.php?story_fbid=2493369527557601&id=2332523016975587","1568974806","【佛國影院：九二一大地震】

 ★地牛翻身，一夜驚變
★山搖地撼，舉國震動
★一百秒的天災，二十年的傷痕
★大地會復甦，人會重新振作，而痛不該被遺忘
★921震災二十周年，我們正在康復

 
1999年9月21日凌晨，發生了一場震央在南投縣集集鎮境內的大地震。在這場天災中，消逝了千百條生命，毀損了許多公、私人的建設、財產，是二戰之後臺灣傷亡、損失最慘重的自然災害，更是我們一整個世代心中共同的傷痕。

 
明天是921大地震的二十周年，在各界的支援以及歷任政府的重視、協助下，當初的災區已經逐漸恢復了活力；當初受災的人們至今也努力地生活著。對於「地震」，我們都了解的它的可怕，也因此更加深入了解、研究，更加懂得如何防範、應對。災難帶來傷痛，傷痛卻是新生的契機、強壯的動力。

 最後，願所有在災難中受傷的人們繼續勇敢、繼續堅強，也希望這片土地能夠平安、美麗。","1569731806"
"https://www.facebook.com/permalink.php?story_fbid=2498987513662469&id=2332523016975587&__tn__=-R","1569583260","【佛國小學堂──孔子碎碎念】

 明天是928教師節，也是孔子誕辰紀念日。大家都讀過《論語》，但那是千年前的東西了。今時今日，我們孔老夫子還有話想說。

 #孔子 #孔夫子 #孔丘 #Confucius #至聖先師 #壽 #生日快樂 #HBD","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2399220676972487&id=2332523016975587","1557742469","【佛國影院：捍衛發財】

 ★《高薪級實習生》《韓戰》《後門》5JMT製作團隊打造今年最強動作發財鉅片！
★ 高雄市動作巨星韓國瑜維首部監製主演，今年唯一跳針動作鉅片《捍衛發財》！！！！
★《聲明者聯盟》武術指導，為韓國瑜量身打造槍戰動作！

 梅克曼尼（韓國瑜 飾）原本過著安逸的市長生活，
直到某天，他發現自己開始遭媒體追殺，
面對無時無刻被督麥的步步殺機，
城市裡逐漸沒有梅克曼尼可以安身的棲息處。
議員們在議會上也針鋒相對，引發激烈的唇槍舌戰，
背後隱藏的陰謀讓他性命危及...

 梅克曼尼決定再度冒著危險，
策劃著更豪邁的發大財計畫！？

 只是這次，不只是為了韓粉...
更是為了捍衛高雄發財而戰！為了全宇宙人民福祉而戰！","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2461072037454017&id=2332523016975587&__tn__=-R","1565214079","大家都還好嗎？雖然一直吵吵鬧鬧的，但還是希望都能平平安安，天佑台灣🙏","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2394650657429489&id=2332523016975587&__tn__=C-R","1557138610","【佛國影院：重選夢冒險王】

 由丁守中領銜主演的政治冒險喜劇電影，
述說一位立委力爭上游，為了選上市長積極進取，
挾帶了二十年磨一劍的深厚經驗，迎戰『前台北市長柯文哲』。

 回想起1124開票當天，
僅以3567票些微之差敗給柯文哲，
選舉無效之訴或許是他的一個出路？

 丁丁誠摯邀請觀眾一起進入時光的洪流，
從人肉疊羅漢、兩萬塊的數來寶到龍斌的誠實站台，
每個橋段精心安排，至今讓人難以忘懷...

 這個夢...
即將邁入尾聲！
請各位一同期待5/10日精彩一審結局，

 結果會是...選舉無效，嗎？","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2477322879162266&id=2332523016975587","1567154776","【佛國影院：助選炸彈客】

 『我乃韓導上將，潘....恆旭，不怕死的，報上名來！』

 最搞笑的助選上將，成功行銷高雄，讓全台灣的鎂光燈聚焦高雄，這次將要打造台灣，世界首富！並且幫助韓國瑜在選舉期間，讓全世界看見台灣！
抱著炸彈衝向敵營，聲嘶力竭地大喊：「台灣發大財！」
但是可能不小心抱著自殺炸彈炸錯陣營，這才是潘上將的本色。","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2355300988031123&id=2332523016975587","1551788355","最近藍軍黨內初選引發了提名大亂鬥，
師父期望大家還是可以公平競爭、以和為貴。

 最後，師父特別向我們好朋友超級賽亞人借了戰鬥力探測器『史考特』，帶領大家一窺藍軍戰將們的戰力指數。

 #地球佛國戰隊
#黨內初選","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2491118564449364&id=2332523016975587","1568720122","【佛國影院：猛獨】

 ★反派英雄最新力作，語不驚人死不休
★撒幣大王再度來襲，雪崩斷交慘劇彷彿重現
★最像反派的先知，最猛擊人心的荒謬預言
★「臺灣如果沒有一個邦交國，臺灣就獨立了不是嗎？」
★非常時期，非常手段；逆勢而行，嘆為觀止！

 
日前索羅門群島宣布與臺灣斷交，對臺灣的外交困境無疑又是一次重大打擊。而此消息一出，不禁讓人想起一年多前王世堅立委在政論節目上的一段「笑話」：「臺灣如果沒有一個邦交國，臺灣就獨立了不是嗎？」如今回顧起來，難不成、真的是、超凡入聖的策略嗎！？

 並不是。

 邦交國對於一個國家的重要性是不言而喻的，自認外交相當有一套的蔡英文總統，對於這次的斷交風波又該如何自處呢？","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2455325918028629&id=2332523016975587","1564483353","【佛國影院：日韓貿易の戰】

 哥吉拉 VS.駭人怪物

 近期香菸事件持續延燒
但於此同時日韓兩國關係空前緊張
日本將韓國的半導體產業修理得一塌糊塗
兩國擺出一副長期抗戰的姿態 航班也大幅減少

 兩國因二戰時期日本企業強徵的
韓國勞工賠償問題時有紛爭
兩國間的矛盾越演越烈

 而台灣的半導體產也因此受益
今年到目前為止台灣的經濟成長表現
更是超越韓國

 兩國貿易戰打到上火
希望能夠早日坐下來談判
千萬不要演變成衝突","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2455973687963852&id=2332523016975587","1564564300","【佛國網吧：國瑜の復仇】

 ★最受歡迎的即時戰略遊戲，時隔11年最強資料片問世!!
★新種族將會徹底破壞遊戲平衡
★CP值最高的新單位—韓粉，將會征服宇宙
★最新指揮官有著讓敵人叛變的演說能力

 『我本人親自射出穿雲箭，號召所有海內外同胞...』

 身負千斤萬擔的韓總機，挾帶征服宇宙地獄復仇之火，
將會帶領韓粉解救滅亡無數次的中華民國，
所到之處都是青天白日滿地紅國旗，
你，準備好了嗎？","1569731807"
"https://www.facebook.com/permalink.php?story_fbid=2386049874956234&id=2332523016975587&__tn__=-R","1556004579","【師父帶大家看幻術】

 ★319槍擊案15周年，台灣史上第一部政治懸疑鉅片！
★疑雲重重選舉風暴，國片《幻術》精準剖析內幕！
★戲中角色原名現身，重現事件始末的真實解密！
★縱觀近代政壇變遷，一睹政壇人物宮鬥之爭！
★顛覆社會大眾想像，懸疑政治權謀腦洞大開！

 『政治疑雲，腦洞大開』

 集結本土資深影劇卡司，
100%擬真還原的政壇風雲人物！
5/3各大影院與各位一同解密幻術！

 隆重為大家介紹這部國片『幻術』，
內文讓大家先一窺劇中演員卡司！
我們也為大家謀到福利啦～

 從今天起要抽出15名幸運的粉絲，
可以有機會得到電影『幻術』
4/30（二）晚上19:30 @信義威秀的特映會門票兩張！

 ▍抽獎資格 ▍
�1. 按讚加入粉絲團�
2. 『公開』分享此篇貼文
�3. tag好友，本篇文章下留言
『ＸＸＸ，快來跟師父一起看幻術！』
▍活動時間 ▍
即刻起 至 4/27 (六) 23：59 止
▍注意事項 ▍
1. 活動截止三日內內抽出得獎名單
2. 中獎須提供我們基本個人資料
3. 得獎名單將於原文留言處公布，小編們也會私訊大家，
未理會者獎項另外抽給其他粉絲！

 #5JMT
#支持國片
#幻術
#政治懸疑鉅片
#五月三日腦洞大開","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2484935588400995&id=2332523016975587","1568021154","【佛國影院：從前，有個馬總統】

 ★一場國民黨在新北舉辦的造神大會，風波不斷
★致詞噓聲不斷，馬前總統該如何應對？
★曾經carry國民黨的那個男人，如今落得這般下場？
★究竟是韓遲到一小時還是馬的演講太冗長？

 回顧國瑜的新北造勢，邀請英九替他站台致詞
不料此時韓粉們開始鼓譟
隨後便是狹帶庶民之力的國瑜大進場
直接打斷英九的長篇闊論
英九也只能默默說了一句『我還沒有講完』
而英九不但不放在心上，還展現前總統的氣度

 氣連不喘，面不改色
大方將國瑜的手握起，用行動表示團結
此刻，相信英九的正義已得到了伸張！","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2410597722501449&id=2332523016975587","1559106506","【佛國美劇：佛力遊戲】

 韓冬將至...
長夜漫漫，處處險惡，
已非唸唸心經就可以解決的。
不必擔憂，我會陪大家挺過去的。","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2395838663977355&id=2332523016975587&__tn__=-R","1557302123","小編有個大膽的想法...
這兩位選總統，你們喜歡哪位？

 正藍血王子 V.S 最強菜販","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2346594275568461&id=2332523016975587","1550664847","比「還願」更可怕的，叫做還錢
借錢前是孫子，借錢後是老子
tag那些欠你錢的朋友
讓禪師用聖光感化他們

 #還願 #欠錢不還
#真正的恐怖遊戲
#地球佛國戰隊","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2440848829476338&id=2332523016975587","1562665501","【佛國影院：泛藍戰士】

 國民黨五大戰將，
韓國瑜、郭台銘、朱立倫、張亞中、周錫瑋，
五人正在接受黨內初選的試煉，

 究竟誰最終能成為KMT隊長？
背後的首腦會怎樣安排這一切呢？
面對初選結果泛藍戰士還能夠團結一心嗎？

 gogo KMT ranger!","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2343319455895943&id=2332523016975587","1550231196","情人節過去了
幾家歡樂幾家愁
昨天做了張圖為大家祈福
願所有為紅塵紛擾煩心的人
心中有聖光，超脫痛苦
色即是空，空即是色
如果覺得很快樂
從心底發出一種莫名的喜悅
就要把握機會，
儘量去做一些自己喜歡的事
一定可以稱心如意
這種磁場的能量可以改變一個人
這就是「運」
願大家都能不為俗事所擾
感受到宇宙氣電光的能量
世界和平

 #修禪靜心","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2454590474768840&id=2332523016975587","1564394433","★第N次的中華民國保衛戰，在韓國瑜的號召下，正式開打！
★不忘台灣錢淹腳目，再次創造經濟奇蹟！
★國民黨的先賢先烈，也都看著這場選舉！

 『一隻穿雲箭，中華民國重(新)現』

 韓國瑜號召之下，海內外數千萬韓粉，一呼百應！
各個韓粉抱著必死決心，為了中華民國不惜粉身碎骨。
除了重現中華民國光輝，還要讓台灣人再次發大財，
我們全體國人，非常期待能征服宇宙的男人為台灣找出具體的路！","1569731808"
"https://www.facebook.com/permalink.php?story_fbid=2464908893736998&id=2332523016975587","1565686354","【佛國影院：悟覺妙天】

 最近師父和小編抱怨一件事
常常有人叫他『妙天』
他覺得有點不被受尊重
我跟你真的有這麼熟嗎

 以後
還請各位朋友們請稱呼他『悟覺妙天』","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2390672824493939&id=2332523016975587","1556611660","小編剛幫大家看完韓市長的四點聲明
大家不用浪費時間看了，我們翻譯給你聽
簡言之四個字 :「開不了口。」
要選就選在那邊扭扭捏捏
你是在等媽祖托夢給你嗎?
多跟我們一起吸氣電光
連六眼飛魚都比你有勇氣","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2482756795285541&id=2332523016975587","1567773460","【佛國影院：韓氏騙局】

 ★今夏最出人意料的燒腦鬥智片！
★渾沌不明的會面之地
★一個男人，兩種說法
★前次讓你們等的，今天我全都等回來！

 「當你十分鐘後有個重要的會議，地點卻遠在十公里外，有什麼辦法可以改變眼前的劣勢呢？」
「通知對方必須改地點就好啦！」
且看韓市長如何橫生奇計、顛倒黑白，把遲到變成準時！
要施展這樣的計策，除了天才的頭腦之外，還要有無敵的臉皮以免被打臉呢。","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2444858662408688&id=2332523016975587","1563175819","【佛國美劇：初選幸存者】

 曾經出任北農總經理的韓國瑜，
去年拿下了高雄，在台灣政壇投下了一顆震撼彈。

 國民黨黨內初選結果出爐，
正常人朱立倫、台灣首富郭台銘
竟然都不敵這位庶民賣菜郎。

 韓國瑜...一位初選幸存者，
靠的是運氣還是實力？
韓流還能夠延燒多久？
敬請社會大眾一同期待!","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2422122298015658&id=2332523016975587","1560422325","【佛國影院：金孫罵罵號】

 民進黨初選終於落幕，
金孫半路殺出，出乎大家預料之外，
不過一切都在小英掌握之中，
金孫還是不敵小英，雖敗猶榮。","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2451841981710356&id=2332523016975587","1564050860","★公務員愛團購，是人人知道的祕密，難道要栽在這一次了嗎?
★傳說中的華膳空廚，從馬政府時代到現在竟幫忙運了3萬多條菸！
★國安局內掀起腥風血雨，究竟新局長能否鎮住局勢?
★蘇院長團隊領導的民進黨政府，能不能容忍這樣的事情爆發?

 『飯後一包菸，快樂似神仙，
一天五包菸，很快就做仙。』

 經過計算9200條香菸一天抽100根可以抽50年，也能讓一堆人得肺癌。
菸價雖然高，癮君子還是要透過合法管道買菸，畢竟沒有市場、沒有需求。

 ※未滿18歲不得吸菸※","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2446994625528425&id=2332523016975587","1563443394","【佛國影院：膨風中心】

 ★驚爆颱風丹娜絲不來台灣，原因竟幾十萬韓粉動容？
★繼護國神山後，究竟是何種東方神秘力量能瓦解颱風？
★比颱風更可怕的，就是膨風！
★選前選後的支票，唯一兌現的政績！？

 為了因應火速形成的颱風丹娜絲，
各地方政府都忙得焦頭爛額，尋找對策。

 大高雄市長更是喊出「颱風零災害」的口號，
所幸颱風觸陸之前便轉了方向，
今年第一號颱風，真是來得快去得快，也沒有釀成災害，
恭喜韓市長這次可以說是終於兌現承諾！","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2416836971877524&id=2332523016975587","1559819190","【佛心英語教室：Mexican Standoff】

 英文怎麼念？麥西肯 史丹多福。
簡單來說，意思就是局面逐漸膠著，進入白熱化的戰爭！

 #看政治學英文","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2396484637246091&id=2332523016975587","1557389538","【佛國影院：高薪級實習生】

 『一票到底，由你玩四年』

 我們做圖的速度，
比韓市長回覆質詢還快！

 每每看到韓市長被質詢的畫面，
就會讓我想到剛出社會的時候，
有點任性、有點懵懂，甚至偶爾出包講錯話...

 小編不才，寫首詩為市長加油打氣！

 草民心聲傾聽意見
包涵各種批評指教
市府上下協力一心
長遠眼光高雄發財","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2395857380642150&id=2332523016975587","1557305027","【佛國影院：韓戰】

 『萬安警報 韓粉空襲』

 --

 一句未關麥的真心話脫口而出，
究竟是來自先祖的托夢？
還是藍血王子的肺腑之言？

 點燃爆理性與不理性的戰火...

 藍血王子陷入韓戰狂轟猛炸的泥淖當中，
戰火綿延...願先祖保佑你！

 *小編在此呼籲，
觀片的韓粉朋友不要過激言論，
友善包容並保持理性，謝謝！","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2355899934637895&id=2332523016975587","1551874419","什麼是最強，釋迦牟尼佛出世時，一手指天、一手指地，說道：「天上天下，唯我獨尊。」這就是最強，至高無上。

 而最強的稱號不是自己說的，而是要被認可的，就像你看見一道光，那可能是宇宙的光，也可能是光頭的光，細節都不一樣。

 熟弱孰強？心中有正道悟禪，才是最強。

 #地球佛國戰隊
#最強的____就是____","1569731809"
"https://www.facebook.com/permalink.php?story_fbid=2394650657429489&id=2332523016975587","1557138610","【佛國影院：重選夢冒險王】

 由丁守中領銜主演的政治冒險喜劇電影，
述說一位立委力爭上游，為了選上市長積極進取，
挾帶了二十年磨一劍的深厚經驗，迎戰『前台北市長柯文哲』。

 回想起1124開票當天，
僅以3567票些微之差敗給柯文哲，
選舉無效之訴或許是他的一個出路？

 丁丁誠摯邀請觀眾一起進入時光的洪流，
從人肉疊羅漢、兩萬塊的數來寶到龍斌的誠實站台，
每個橋段精心安排，至今讓人難以忘懷...

 這個夢...
即將邁入尾聲！
請各位一同期待5/10日精彩一審結局，

 結果會是...選舉無效，嗎？","1569731810"
